White lane points:
-164.29963675051678, 37.05128961746165
-165.12628741819395, 36.23157855665565
-166.50172532869885, 35.41418069814003
-167.32837599637602, 34.59446963733404
-167.60623942122547, 33.77244537423764
-167.06092198183333, 32.94695130770567
-166.5156045424412, 32.12145724117368
-174.74972638714752, 31.607368032701835
-173.65562170492763, 30.77956076387946
-172.28712340129385, 29.950596893911882
-169.82105061200468, 29.11700661936354
-166.53179695847396, 28.27994654137959
-174.21713156035247, 27.76354413061736
-172.02545239247718, 26.931110457214196
-169.559379603188, 26.09752018266584
-176.9703205836527, 25.57996117075841
-174.77864141577737, 24.747527497355257
-172.86135586931593, 23.91625042509729
-172.0416448085099, 23.08959975742011
-170.67314650487623, 22.260635887452533
-169.57904182265634, 21.43282861863017
-177.8131636673626, 20.918739410158317
-176.99345260655662, 20.092088742481145
-176.72252878857836, 19.267751277094355
-176.1772113491862, 18.44225721056238
-175.35750028838024, 17.6156065428852
-173.9890019847465, 16.786642672917633
-173.44368454535433, 15.961148606385647
-172.34957986313444, 15.133341337563268
-170.98108155950072, 14.304377467595712
-178.94080978279314, 13.789131657978666
-176.20034337209015, 12.954384782285116
-173.45987696138707, 12.119637906591565
-180.0476370776102, 11.598609091248546
-175.93520255983785, 10.758079209829011
-170.72519355641003, 9.912922923828697
-175.9409855655638, 9.386111102759697
-181.1567775747176, 8.85929928169069
-175.1235877070482, 8.01067319225479
-180.0649860947881, 7.482704770040597
-173.483008984291, 6.631765478314312
-177.87562012920318, 6.101483853809713
-182.54262489552931, 5.572358830450311
-176.78382864927374, 4.724889342159612
-182.2740142798414, 4.199234122235806
-176.51521803358582, 3.3517646339451073
-182.0054036641535, 2.8261094140212872
-176.7953946607257, 1.9809531280209802
-183.10876115553492, 1.4587677115327564
-179.5451138805903, 0.6205510324036203
-175.7070729842318, -0.21882224787070625
-182.5692267218688, -0.7386944620685421
-180.10315393257957, -1.572284736616888
-177.6370811432904, -2.405875011165241
-175.44540197541514, -3.2383086845684
-182.58194933446595, -3.757024297621033
-180.39027016659065, -4.5894579710241885
-178.47298462012918, -5.420735043282155
-176.28130545225383, -6.253168716685305
-184.24103367554628, -6.7684145263023545
-181.77496088625708, -7.6020048008507
-179.85767533979563, -8.433281873108664
-178.48917703616195, -9.262245743076237
-176.2974978682866, -10.094679416479389
-183.43404522733744, -10.613395029532029
-181.2423660594621, -11.445828702935183
-179.0506868915868, -12.278262376338335
-176.5846141022976, -13.111852650886687
-184.26994870417616, -13.62825506164893
-182.07826953630084, -14.460688735052086
-179.6121967470117, -15.294279009600439
-176.59733671489474, -16.130182486439185
-183.45949045253172, -16.65005470063701
-180.17023679900095, -17.487114778620953
-177.15537676688405, -18.323018255459694
-183.74313688310718, -18.844047070802723
-179.90509598674868, -19.683420351077054
-186.49285610297176, -20.20444916642008
-182.6548152066133, -21.043822446694413
-178.81677431025477, -21.88319572696875
-184.85574718365018, -22.40653774460215
-180.19452542305007, -23.249380828312084
-186.23349829644542, -23.772722845945488
-181.5722765358454, -24.61556592965542
-187.61124940924077, -25.138907947288825
-182.12684678439908, -25.985220834434344
-187.8914260363806, -26.50971945321294
-182.40702341153892, -27.35603234035846
-187.89720904210657, -27.881687560282263
-181.86401917443715, -28.73031364971817
-187.35420480500485, -29.25596886964197
-181.04662131592156, -30.105751560223073
-185.9880197036615, -30.633719982437267
-179.4060425931644, -31.484659274163565
-184.3474409809043, -32.012627696377756
-178.039857491821, -32.862410386958864
-182.43246863673323, -33.392692011463446
-187.37386702447318, -33.92066043367765
-180.79188991397604, -34.77159972540393
-185.18450105888823, -35.30188134990853
-189.30271858238655, -35.83331957555832
-181.89756060764788, -36.6877286707202
-186.29017175256004, -37.218010295224786
-178.6106201564075, -38.07357599153187
-183.00323130131966, -38.60385761603645
-187.39584244623188, -39.13413924054105
-179.44189722866543, -39.99086153799331
-183.2857211307499, -40.5234563647883
-186.8551514114205, -41.057207792728484
-190.698975313505, -41.58980261952347
-182.19624285311082, -42.448838119266135
-186.0400667551953, -42.98143294606112
-189.6094970358659, -43.515184374001294
-180.8323709540579, -44.37537647488915
-184.67619485614236, -44.907971301684135
-188.245625136813, -45.44172272962432
-191.54066179606974, -45.97663075870969
-182.76353571426174, -46.83682285959756
-186.60735961634617, -47.369417686392545
-189.90239627560285, -47.90432571547792
-181.1252701937949, -48.76451781636577
-184.6947004744655, -49.298269244305956
-187.98973713372226, -49.83317727339132
-191.83356103580672, -50.365772100186305
-183.6052221968264, -51.22365099878377
-186.90025885608313, -51.75855902786914
-190.74408275816765, -52.29115385466413
-182.79013754060122, -53.14787615211641
-186.35956782127178, -53.681627580056585
-190.20339172335633, -54.214222406851576
-182.24944650578985, -55.07094470430384
-186.3676640292882, -55.60238292995363
-190.2114879313727, -56.1349777567486
-182.2575427138062, -56.99170005420089
-186.65015385871843, -57.52198167870547
-191.04276500363062, -58.05226330321007
-183.6376070288919, -58.90667239837195
-187.75582455239027, -59.438110624021725
-192.1484356973024, -59.96839224852632
-185.2920649653915, -60.82048814139781
-189.68467611030363, -61.350769765902406
-182.5539117569788, -62.20402225991909
-186.94652290189094, -62.73430388442369
-191.88792128963092, -63.26227230663788
-184.75715693630607, -64.11552480065455
-189.14976808121824, -64.64580642515915
-193.54237922613046, -65.17608804966375
-186.4116148728056, -66.02934054368043
-190.2554387748901, -66.56193537047542
-183.12467442156523, -67.41518786449208
-187.51728556647748, -67.94546948899668
-191.90989671138965, -68.47575111350127
-184.7791323580648, -69.32900360751796
-189.17174350297697, -69.85928523202256
-193.5643546478892, -70.38956685652714
-185.61040943032276, -71.2462891539794
-189.45423333240723, -71.77888398077441
-193.84684447731945, -72.30916560527899
-186.71608012399457, -73.16241809929568
-191.10869126890682, -73.69269972380027
-183.97792691558197, -74.54595221781695
-188.37053806049417, -75.07623384232156
-192.76314920540634, -75.60651546682614
-185.6323848520815, -76.45976796084281
-190.02499599699365, -76.9900495853474
-194.4176071419059, -77.520331209852
-187.28684278858105, -78.37358370386869
-191.67945393349325, -78.90386532837329
-184.27429595875452, -79.75827442353514
-188.11811986083904, -80.29086925033013
-191.96194376292345, -80.82346407712512
-184.83117940959863, -81.67671657114181
-189.2237905545108, -82.20699819564642
-193.61640169942302, -82.737279820151
-186.48563734609814, -83.59053231416769
-190.87824849101037, -84.12081393867226
-183.74748413768552, -84.97406643268897
-188.14009528259774, -85.50434805719354
-192.53270642750994, -86.03462968169814
-185.4019420741851, -86.88788217571482
-189.79455321909725, -87.41816380021939
-194.1871643640095, -87.94844542472399
-187.0564000106846, -88.80169791874066
-191.44901115559682, -89.33197954324527
-185.14142766651358, -90.18176223382638
-190.08282605425345, -90.70973065604056
-183.2264553223425, -91.56182654891202
-187.6190664672547, -92.09210817341665
-192.01167761216692, -92.62238979792122
-184.88091325884204, -93.47564229193793
-189.2735244037542, -94.00592391644251
-193.66613554866643, -94.53620554094711
-185.98658395251385, -95.39177123725416
-190.10480147601217, -95.92320946290396
-194.22301899951057, -96.45464768855375
-187.36664826759954, -97.30674358142525
-193.1312275195811, -97.83124220020386
-189.29318662322254, -98.6706154804782
-187.3759010767611, -99.50189255273614
-187.65376450161062, -100.32391681583253
